"","X","date","zip","resp","diar","pop","hh.size","lat","long","fitted1"
"2022",2022,"2020-03-05",6468,0,0,7797,1,41.34185,-73.23171,0.0337505
"2023",2023,"2020-03-05",6469,0,0,9136,1,41.50618,-72.44308,0.03954656
"2024",2024,"2020-03-05",6470,1,1,7363,3,41.39475,-73.31421,0.4924953
"2025",2025,"2020-03-05",6471,0,0,8351,2,41.3386,-72.78289,0.1420982
"2026",2026,"2020-03-05",6472,0,0,6651,2,41.37642,-72.76919,0.1131715
"2027",2027,"2020-03-05",6473,0,0,7767,3,41.38345,-72.86349,0.519518
"2028",2028,"2020-03-05",6475,1,1,6844,3,41.30143,-72.39046,0.4577805
"2029",2029,"2020-03-05",6477,0,0,8352,1,41.2795,-73.03295,0.0361529
"2030",2030,"2020-03-05",6478,5,4,6894,5,41.42863,-73.14288,7.125465
"2031",2031,"2020-03-05",6479,0,0,7735,2,41.5761,-72.9007,0.1316165
"2032",2032,"2020-03-05",6480,0,0,8754,2,41.58383,-72.58793,0.1489555
"2033",2033,"2020-03-05",6481,0,0,6537,1,41.53445,-72.70016,0.0282964
"2034",2034,"2020-03-05",6482,0,0,8075,2,41.40475,-73.25036,0.1374018
"2035",2035,"2020-03-05",6483,0,0,6803,2,41.3846,-73.09433,0.1157578
"2036",2036,"2020-03-05",6484,0,0,8700,1,41.31585,-73.13543,0.03765927
"2037",2037,"2020-03-05",6488,0,0,7459,3,41.46748,-73.24061,0.4989165
"2038",2038,"2020-03-05",6489,0,0,7461,1,41.6005,-72.87642,0.03229607
"2039",2039,"2020-03-05",6490,0,1,7838,2,41.14327,-73.2931,0.1333691
"2040",2040,"2020-03-05",6492,0,0,8185,1,41.4566,-72.81027,0.03543001
"2041",2041,"2020-03-05",6498,0,0,8753,2,41.30892,-72.4653,0.1489385
"2042",2042,"2020-03-05",6504,0,0,7959,1,41.30365,-72.93495,0.03445174
"2043",2043,"2020-03-05",6510,3,0,7949,2,41.3077,-72.92645,0.1352578
"2044",2044,"2020-03-05",6511,1,1,7844,2,41.30805,-72.9239,0.1334712
"2045",2045,"2020-03-05",6512,3,0,7110,3,41.28375,-72.86409,0.4755727
"2046",2046,"2020-03-05",6513,0,0,6381,1,41.31543,-72.86279,0.02762113
"2047",2047,"2020-03-05",6514,0,0,7337,2,41.37217,-72.94137,0.1248442
"2048",2048,"2020-03-05",6515,0,0,7479,1,41.33054,-72.9686,0.03237399
"2049",2049,"2020-03-05",6516,0,0,7444,2,41.27445,-72.95767,0.1266649
"2050",2050,"2020-03-05",6517,0,1,6595,2,41.3458,-72.90445,0.1122186
"2051",2051,"2020-03-05",6518,0,0,8992,2,41.41755,-72.90735,0.1530052
"2052",2052,"2020-03-05",6519,6,0,8322,3,41.29345,-72.9386,0.5566408
"2053",2053,"2020-03-05",6524,0,0,6147,3,41.42984,-72.99325,0.4111597
"2054",2054,"2020-03-05",6525,0,0,7770,3,41.35305,-73.0018,0.5197187
"2055",2055,"2020-03-05",6604,0,0,7023,1,41.18898,-73.21101,0.03040012
"2056",2056,"2020-03-05",6605,0,0,7816,1,41.16145,-73.21656,0.03383274
"2057",2057,"2020-03-05",6606,0,1,7498,4,41.2088,-73.21156,1.97147
"2058",2058,"2020-03-05",6607,0,0,8143,2,41.1763,-73.1663,0.1385589
"2059",2059,"2020-03-05",6608,0,0,8335,1,41.18875,-73.18036,0.03607931
"2060",2060,"2020-03-05",6610,0,0,6243,2,41.20665,-73.1714,0.1062291
"2061",2061,"2020-03-05",6611,0,0,9437,1,41.25991,-73.20826,0.04084949
"2062",2062,"2020-03-05",6612,0,0,7935,2,41.27255,-73.30286,0.1350196
"2063",2063,"2020-03-05",6614,0,0,7393,1,41.2305,-73.1257,0.03200172
"2064",2064,"2020-03-05",6615,0,0,7436,2,41.17295,-73.13923,0.1265288
"2065",2065,"2020-03-05",6702,0,0,7080,3,41.55975,-73.04313,0.473566
"2066",2066,"2020-03-05",6704,0,0,8053,2,41.5829,-73.0339,0.1370275
"2067",2067,"2020-03-05",6705,0,0,6981,2,41.55155,-72.99269,0.1187866
"2068",2068,"2020-03-05",6706,0,0,8370,1,41.5346,-73.02315,0.03623081
"2069",2069,"2020-03-05",6708,0,0,7440,3,41.5434,-73.06515,0.4976457
"2070",2070,"2020-03-05",6710,1,0,6563,3,41.56965,-73.04685,0.438985
"2071",2071,"2020-03-05",6712,0,0,7206,1,41.4994,-72.9764,0.03119226
"2072",2072,"2020-03-05",6716,0,0,6379,2,41.59885,-72.97756,0.1085432
"2073",2073,"2020-03-05",6750,1,0,7491,2,41.72493,-73.25649,0.1274647
"2074",2074,"2020-03-05",6751,0,0,7663,1,41.64211,-73.211,0.03317046
"2075",2075,"2020-03-05",6752,0,0,8991,1,41.51705,-73.35827,0.03891891
"2076",2076,"2020-03-05",6754,0,0,6693,1,41.79763,-73.36876,0.02897167
"2077",2077,"2020-03-05",6755,0,0,7620,1,41.64668,-73.48007,0.03298433
"2078",2078,"2020-03-05",6756,0,0,9044,1,41.84886,-73.2362,0.03914833
"2079",2079,"2020-03-05",6757,0,0,8177,2,41.72873,-73.44869,0.1391374
"2080",2080,"2020-03-05",6759,0,0,7427,1,41.75607,-73.21575,0.0321489
"2081",2081,"2020-03-05",6762,0,0,7203,2,41.52887,-73.11731,0.1225641
"2082",2082,"2020-03-05",6763,0,1,6819,2,41.69008,-73.21181,0.1160301
"2083",2083,"2020-03-05",6770,0,1,7755,3,41.48784,-73.06125,0.5187154
"2084",2084,"2020-03-05",6776,0,0,7812,2,41.58731,-73.41599,0.1329267
"2085",2085,"2020-03-05",6777,0,0,7571,1,41.70819,-73.33262,0.03277222
"2086",2086,"2020-03-05",6778,0,0,7291,2,41.69494,-73.10871,0.1240615
"2087",2087,"2020-03-05",6779,1,0,6477,3,41.59535,-73.08025,0.4332327
"2088",2088,"2020-03-05",6782,0,0,8147,1,41.65765,-73.04704,0.03526553
"2089",2089,"2020-03-05",6783,0,0,6892,2,41.55379,-73.30104,0.1172722
"2090",2090,"2020-03-05",6784,0,0,7390,1,41.58134,-73.48735,0.03198874
"2091",2091,"2020-03-05",6785,0,0,6928,3,41.7081,-73.44848,0.4633991
"2092",2092,"2020-03-05",6786,0,0,7804,1,41.66425,-73.0195,0.0337808
"2093",2093,"2020-03-05",6787,0,0,8060,1,41.67949,-73.10223,0.03488893
"2094",2094,"2020-03-05",6790,0,0,7134,2,41.83937,-73.1255,0.12139
"2095",2095,"2020-03-05",6791,0,0,7731,2,41.72031,-73.06031,0.1315484
"2096",2096,"2020-03-05",6793,0,0,6568,1,41.63611,-73.29724,0.02843058
"2097",2097,"2020-03-05",6794,0,0,6149,1,41.64137,-73.32399,0.02661688
"2098",2098,"2020-03-05",6795,1,0,8106,3,41.61525,-73.11725,0.542193
"2099",2099,"2020-03-05",6796,0,0,7334,2,41.87419,-73.35219,0.1247932
"2100",2100,"2020-03-05",6798,0,0,7936,3,41.56269,-73.20625,0.5308221
"2101",2101,"2020-03-05",6801,0,0,7422,3,41.38069,-73.39151,0.4964417
"2102",2102,"2020-03-05",6804,0,0,6295,1,41.46734,-73.38826,0.02724886
"2103",2103,"2020-03-05",6807,1,0,8262,1,41.0621,-73.58807,0.03576332
"2104",2104,"2020-03-05",6810,0,0,6796,3,41.37814,-73.46909,0.4545699
"2105",2105,"2020-03-05",6811,0,0,8313,1,41.42314,-73.47702,0.03598408
"2106",2106,"2020-03-05",6812,0,0,7934,3,41.48679,-73.49107,0.5306883
"2107",2107,"2020-03-05",6820,0,1,7418,2,41.07535,-73.48102,0.1262225
"2108",2108,"2020-03-05",6830,0,0,6673,2,41.04223,-73.62692,0.1135458
"2109",2109,"2020-03-05",6831,0,0,7586,1,41.08168,-73.66357,0.03283715
"2110",2110,"2020-03-05",6840,0,0,8912,3,41.16279,-73.50212,0.5961046
"2111",2111,"2020-03-05",6850,0,0,8236,1,41.1271,-73.44231,0.03565078
"2112",2112,"2020-03-05",6851,0,0,7934,1,41.1396,-73.40561,0.03434352
"2113",2113,"2020-03-05",6853,0,0,7550,2,41.06949,-73.43766,0.1284686
"2114",2114,"2020-03-05",6854,0,0,7827,2,41.09175,-73.43201,0.1331819
"2115",2115,"2020-03-05",6855,0,0,7445,3,41.10235,-73.39816,0.4979801
"2116",2116,"2020-03-05",6870,0,0,6996,3,41.0331,-73.56937,0.4679475
"2117",2117,"2020-03-05",6877,0,0,8180,2,41.30735,-73.49471,0.1391885
"2118",2118,"2020-03-05",6878,0,0,6660,1,41.03436,-73.58262,0.02882882
"2119",2119,"2020-03-05",6880,0,0,7524,2,41.1448,-73.34276,0.1280262
"2120",2120,"2020-03-05",6883,0,0,7116,1,41.22465,-73.37756,0.03080269
"2121",2121,"2020-03-05",6896,0,0,6906,1,41.30219,-73.38826,0.02989367
"2122",2122,"2020-03-05",6897,0,0,6801,1,41.20945,-73.44091,0.02943916
"2123",2123,"2020-03-05",6901,0,0,8444,3,41.0527,-73.53562,0.5648011
"2124",2124,"2020-03-05",6902,0,0,6849,1,41.061,-73.54247,0.02964694
"2125",2125,"2020-03-05",6903,0,0,6518,1,41.12669,-73.57002,0.02821415
"2126",2126,"2020-03-05",6905,0,0,7258,1,41.08585,-73.54492,0.03141735
"2127",2127,"2020-03-05",6906,0,0,7898,1,41.07735,-73.52082,0.03418769
"2128",2128,"2020-03-05",6907,2,1,7072,4,41.0978,-73.51883,1.85946
"2129",2129,"2020-03-06",6001,0,0,6618,1,41.79225,-72.85462,0.02864702
"2130",2130,"2020-03-06",6002,0,0,6949,2,41.85275,-72.73619,0.1182421
"2131",2131,"2020-03-06",6010,0,0,6295,2,41.6816,-72.94048,0.1071139
"2132",2132,"2020-03-06",6013,0,0,7777,1,41.75869,-72.95751,0.03366392
"2133",2133,"2020-03-06",6016,0,0,8025,1,41.90685,-72.55163,0.03473743
"2134",2134,"2020-03-06",6018,0,0,8353,2,42.02111,-73.29614,0.1421322
"2135",2135,"2020-03-06",6019,0,0,9038,3,41.85241,-72.89947,0.6045325
"2136",2136,"2020-03-06",6020,0,0,7409,1,41.8743,-72.89934,0.03207098
"2137",2137,"2020-03-06",6021,0,0,7938,1,42.01642,-73.11198,0.03436084
"2138",2138,"2020-03-06",6022,0,0,7138,2,41.86653,-72.92065,0.1214581
"2139",2139,"2020-03-06",6023,0,0,7539,1,41.61395,-72.72058,0.03263371
"2140",2140,"2020-03-06",6024,0,0,7230,2,42.02199,-73.26984,0.1230236
"2141",2141,"2020-03-06",6026,0,0,8688,1,41.9386,-72.73514,0.03760733
"2142",2142,"2020-03-06",6027,1,1,6976,4,42.00431,-72.91347,1.834219
"2143",2143,"2020-03-06",6029,0,0,7215,2,41.9072,-72.42313,0.1227683
"2144",2144,"2020-03-06",6031,0,0,7372,2,41.94696,-73.33049,0.1254398
"2145",2145,"2020-03-06",6032,0,0,7960,1,41.7252,-72.82951,0.03445607
"2146",2146,"2020-03-06",6033,0,0,7295,1,41.7039,-72.54613,0.03157751
"2147",2147,"2020-03-06",6035,0,0,7555,1,41.96031,-72.79614,0.03270296
"2148",2148,"2020-03-06",6037,0,1,6709,3,41.60345,-72.77629,0.4487507
"2149",2149,"2020-03-06",6039,2,0,6303,2,41.96732,-73.43204,0.10725
"2150",2150,"2020-03-06",6040,0,0,6193,2,41.77705,-72.52363,0.1053783
"2151",2151,"2020-03-06",6043,0,0,7412,1,41.76693,-72.43848,0.03208397
"2152",2152,"2020-03-06",6051,0,0,8556,1,41.66665,-72.76964,0.03703594
"2153",2153,"2020-03-06",6052,0,0,7542,2,41.6572,-72.80419,0.1283325
"2154",2154,"2020-03-06",6053,0,0,7575,2,41.6903,-72.79069,0.128894
"2155",2155,"2020-03-06",6057,0,0,6948,2,41.85597,-73.00643,0.1182251
"2156",2156,"2020-03-06",6058,0,0,8470,2,41.95943,-73.19948,0.144123
"2157",2157,"2020-03-06",6059,0,0,8048,2,41.92861,-72.91658,0.1369424
"2158",2158,"2020-03-06",6060,0,0,8383,2,41.99675,-72.84449,0.1426427
"2159",2159,"2020-03-06",6062,0,0,8372,1,41.67385,-72.85394,0.03623947
"2160",2160,"2020-03-06",6063,0,0,5711,2,41.93203,-72.96692,0.0971767
"2161",2161,"2020-03-06",6065,0,0,6607,1,41.97632,-73.02232,0.0285994
"2162",2162,"2020-03-06",6066,0,0,6782,1,41.8359,-72.46321,0.02935692
"2163",2163,"2020-03-06",6067,0,0,8042,1,41.65775,-72.66269,0.03481102
"2164",2164,"2020-03-06",6068,0,0,8758,3,42.00828,-73.41462,0.5858039
"2165",2165,"2020-03-06",6069,0,0,8183,2,41.85507,-73.44148,0.1392395
"2166",2166,"2020-03-06",6070,1,0,6861,1,41.86861,-72.82164,0.02969888
"2167",2167,"2020-03-06",6071,0,0,7242,1,41.99086,-72.45173,0.0313481
"2168",2168,"2020-03-06",6073,0,0,7504,1,41.66345,-72.55493,0.0324822
"2169",2169,"2020-03-06",6074,0,0,7977,2,41.83385,-72.57053,0.1357343
"2170",2170,"2020-03-06",6076,0,0,6367,3,41.98664,-72.25334,0.425875
"2171",2171,"2020-03-06",6078,0,0,9051,1,41.97617,-72.6577,0.03917863
"2172",2172,"2020-03-06",6081,0,0,8078,1,41.9057,-72.77159,0.03496685
"2173",2173,"2020-03-06",6082,0,0,7339,2,41.98445,-72.55708,0.1248783
"2174",2174,"2020-03-06",6084,0,0,6970,1,41.88205,-72.36117,0.0301707
"2175",2175,"2020-03-06",6085,0,0,7431,1,41.7469,-72.88099,0.03216621
"2176",2176,"2020-03-06",6088,0,0,7568,1,41.90335,-72.59253,0.03275924
"2177",2177,"2020-03-06",6089,1,5,9156,4,41.8388,-72.83144,2.407412
"2178",2178,"2020-03-06",6090,0,0,7312,2,41.95455,-72.86584,0.1244188
"2179",2179,"2020-03-06",6091,3,1,5732,4,42.00273,-72.98207,1.50713
"2180",2180,"2020-03-06",6092,0,1,7330,4,41.86166,-72.8497,1.927297
"2181",2181,"2020-03-06",6093,0,0,7239,2,42.00554,-72.72443,0.1231767
"2182",2182,"2020-03-06",6095,0,0,7567,2,41.8659,-72.68188,0.1287578
"2183",2183,"2020-03-06",6096,0,0,7424,1,41.9235,-72.65941,0.03213591
"2184",2184,"2020-03-06",6098,0,0,7786,2,41.94675,-73.06486,0.1324843
"2185",2185,"2020-03-06",6103,0,0,8259,2,41.76855,-72.67454,0.1405327
"2186",2186,"2020-03-06",6105,0,1,7785,3,41.77795,-72.70214,0.520722
"2187",2187,"2020-03-06",6106,0,2,8034,3,41.74145,-72.68719,0.5373771
"2188",2188,"2020-03-06",6107,0,0,7893,1,41.75265,-72.75857,0.03416605
"2189",2189,"2020-03-06",6108,0,0,6610,1,41.7776,-72.62138,0.02861239
"2190",2190,"2020-03-06",6109,0,0,5573,1,41.7037,-72.66284,0.02412358
"2191",2191,"2020-03-06",6110,0,0,8027,1,41.73425,-72.73819,0.03474609
"2192",2192,"2020-03-06",6111,0,0,6646,2,41.68565,-72.7312,0.1130864
"2193",2193,"2020-03-06",6112,0,0,7474,1,41.79119,-72.69689,0.03235234
"2194",2194,"2020-03-06",6114,0,0,8959,3,41.74545,-72.67029,0.5992483
"2195",2195,"2020-03-06",6117,0,0,7472,2,41.7814,-72.75749,0.1271414
"2196",2196,"2020-03-06",6118,1,0,7752,3,41.74484,-72.61213,0.5185147
"2197",2197,"2020-03-06",6119,2,1,7227,4,41.76375,-72.72659,1.900215
"2198",2198,"2020-03-06",6120,0,0,8858,1,41.78805,-72.66734,0.0383432
"2199",2199,"2020-03-06",6226,0,0,8015,1,41.70937,-72.21096,0.03469414
"2200",2200,"2020-03-06",6231,0,0,7282,2,41.6276,-72.37272,0.1239084
"2201",2201,"2020-03-06",6232,0,0,7407,2,41.73203,-72.37462,0.1260353
"2202",2202,"2020-03-06",6234,0,1,7248,3,41.78461,-71.96285,0.4848032
"2203",2203,"2020-03-06",6235,0,0,7228,1,41.81151,-72.12795,0.03128749
"2204",2204,"2020-03-06",6237,0,0,6841,2,41.69094,-72.29802,0.1164044
"2205",2205,"2020-03-06",6238,0,0,6938,2,41.77759,-72.33427,0.118055
"2206",2206,"2020-03-06",6239,0,0,7485,2,41.78898,-71.85522,0.1273626
"2207",2207,"2020-03-06",6241,0,0,9115,3,41.85381,-71.8603,0.6096828
"2208",2208,"2020-03-06",6242,0,0,9083,2,41.90166,-72.10068,0.1545537
"2209",2209,"2020-03-06",6247,0,0,6065,1,41.7647,-72.06848,0.02625327
"2210",2210,"2020-03-06",6248,0,0,6639,3,41.68218,-72.40078,0.4440685
"2211",2211,"2020-03-06",6249,0,0,8661,2,41.62654,-72.2458,0.147373
"2212",2212,"2020-03-06",6250,0,1,8171,4,41.78156,-72.20611,2.148423
"2213",2213,"2020-03-06",6254,2,2,7594,4,41.61427,-72.14907,1.996711
"2214",2214,"2020-03-06",6255,0,0,7952,3,41.97858,-71.9018,0.5318923
"2215",2215,"2020-03-06",6256,0,0,7252,1,41.75611,-72.12886,0.03139138
"2216",2216,"2020-03-06",6259,0,0,8148,1,41.86182,-71.99431,0.03526985
"2217",2217,"2020-03-06",6260,1,0,8833,3,41.90083,-71.86525,0.5908205
"2218",2218,"2020-03-06",6262,0,0,7880,1,42.02018,-71.94787,0.03410978
"2219",2219,"2020-03-06",6264,1,0,7078,3,41.69306,-72.10213,0.4734323
"2220",2220,"2020-03-06",6266,0,0,7296,3,41.67378,-72.14826,0.4880138
"2221",2221,"2020-03-06",6268,0,0,7187,2,41.79115,-72.25321,0.1222919
"2222",2222,"2020-03-06",6269,0,0,7587,1,41.80421,-72.25087,0.03284148
"2223",2223,"2020-03-06",6277,0,0,7711,1,41.97703,-71.86108,0.03337823
"2224",2224,"2020-03-06",6278,0,0,7673,1,41.89554,-72.16475,0.03321374
"2225",2225,"2020-03-06",6279,0,0,6754,1,41.89667,-72.27338,0.02923571
"2226",2226,"2020-03-06",6280,0,0,7843,1,41.70083,-72.13819,0.03394962
"2227",2227,"2020-03-06",6281,0,0,6562,1,41.96921,-72.01467,0.02840461
"2228",2228,"2020-03-06",6282,0,0,8572,1,41.9423,-72.06149,0.0371052
"2229",2229,"2020-03-06",6320,0,0,9511,2,41.34545,-72.10877,0.1618364
"2230",2230,"2020-03-06",6330,1,0,8123,3,41.64207,-72.06758,0.5433301
"2231",2231,"2020-03-06",6331,0,0,7623,1,41.69721,-71.99386,0.03299731
"2232",2232,"2020-03-06",6333,5,7,8956,5,41.37655,-72.23681,9.256697
"2233",2233,"2020-03-06",6334,0,0,6619,1,41.54675,-72.17957,0.02865135
"2234",2234,"2020-03-06",6335,0,0,7203,1,41.43965,-72.06232,0.03117928
"2235",2235,"2020-03-06",6336,0,0,7805,3,41.5808,-72.19456,0.5220597
"2236",2236,"2020-03-06",6339,0,0,7669,1,41.44423,-71.99888,0.03319643
"2237",2237,"2020-03-06",6340,0,0,8262,1,41.35857,-72.03517,0.03576332
"2238",2238,"2020-03-06",6351,1,0,7946,3,41.59919,-71.96278,0.5314909
"2239",2239,"2020-03-06",6354,1,1,6348,4,41.70484,-71.84899,1.669097
"2240",2240,"2020-03-06",6355,0,1,6779,4,41.37671,-71.97657,1.782421
"2241",2241,"2020-03-06",6357,0,0,7269,1,41.33106,-72.21572,0.03146497
"2242",2242,"2020-03-06",6359,0,0,8105,2,41.4728,-71.87991,0.1379123
"2243",2243,"2020-03-06",6360,1,0,8372,2,41.53668,-72.00225,0.1424555
"2244",2244,"2020-03-06",6365,0,0,8366,2,41.51918,-71.95439,0.1423534
"2245",2245,"2020-03-06",6370,0,0,6507,3,41.4646,-72.18862,0.4352393
"2246",2246,"2020-03-06",6371,0,0,6415,2,41.3593,-72.33962,0.1091558
"2247",2247,"2020-03-06",6373,0,0,7287,1,41.66953,-71.80554,0.03154289
"2248",2248,"2020-03-06",6374,0,0,8958,2,41.69105,-71.90905,0.1524267
"2249",2249,"2020-03-06",6375,0,0,6667,2,41.399,-72.13292,0.1134437
"2250",2250,"2020-03-06",6376,0,0,8129,2,41.29477,-72.25642,0.1383207
"2251",2251,"2020-03-06",6377,0,0,6633,1,41.72024,-71.81899,0.02871195
"2252",2252,"2020-03-06",6378,0,0,6909,2,41.38047,-71.91774,0.1175615
"2253",2253,"2020-03-06",6379,0,0,8732,3,41.36847,-71.86417,0.5840648
"2254",2254,"2020-03-06",6380,0,0,9008,1,41.57035,-72.05447,0.03899249
"2255",2255,"2020-03-06",6382,0,0,6595,2,41.46155,-72.13087,0.1122186
"2256",2256,"2020-03-06",6384,0,0,7362,1,41.57705,-71.86073,0.03186753
"2257",2257,"2020-03-06",6385,0,0,7004,3,41.35955,-72.16022,0.4684826
"2258",2258,"2020-03-06",6401,0,0,7789,2,41.34328,-73.07065,0.1325353
"2259",2259,"2020-03-06",6403,0,0,8139,2,41.41822,-73.05884,0.1384908
"2260",2260,"2020-03-06",6405,0,0,7150,1,41.28827,-72.79494,0.03094986
"2261",2261,"2020-03-06",6409,0,0,8192,3,41.3488,-72.41786,0.5479453
"2262",2262,"2020-03-06",6410,2,4,8036,4,41.50595,-72.90812,2.112927
"2263",2263,"2020-03-06",6412,0,0,8202,1,41.40309,-72.48344,0.0355036
"2264",2264,"2020-03-06",6413,0,0,7284,2,41.29862,-72.53628,0.1239424
"2265",2265,"2020-03-06",6415,0,0,7637,1,41.54714,-72.34303,0.03305791
"2266",2266,"2020-03-06",6416,0,1,6518,2,41.6061,-72.66779,0.1109084
"2267",2267,"2020-03-06",6417,0,0,7912,2,41.36791,-72.45401,0.1346283
"2268",2268,"2020-03-06",6418,0,0,6294,2,41.32715,-73.08155,0.1070969
"2269",2269,"2020-03-06",6419,0,0,8835,2,41.37644,-72.58324,0.1503338
"2270",2270,"2020-03-06",6420,0,0,8456,1,41.48581,-72.26778,0.03660308
"2271",2271,"2020-03-06",6422,0,0,7034,2,41.46177,-72.67755,0.1196885
"2272",2272,"2020-03-06",6423,0,0,7508,1,41.47773,-72.39098,0.03249952
"2273",2273,"2020-03-06",6424,0,0,8099,2,41.55726,-72.49472,0.1378102
"2274",2274,"2020-03-06",6426,0,0,8312,2,41.35239,-72.39993,0.1414345
"2275",2275,"2020-03-06",6430,1,0,7009,3,41.1746,-73.28431,0.468817
"2276",2276,"2020-03-06",6432,0,0,6626,1,41.19625,-73.24461,0.02868165
"2277",2277,"2020-03-06",6437,0,0,7014,3,41.33914,-72.69072,0.4691514
"2278",2278,"2020-03-06",6438,0,0,6512,1,41.46015,-72.49758,0.02818818
"2279",2279,"2020-03-06",6441,0,0,6914,1,41.46283,-72.58004,0.0299283
"2280",2280,"2020-03-06",6442,0,0,7207,2,41.3447,-72.44463,0.1226322
"2281",2281,"2020-03-06",6443,0,0,7867,1,41.34435,-72.60873,0.0340535
"2282",2282,"2020-03-06",6447,0,0,7111,2,41.63635,-72.45678,0.1209987
"2283",2283,"2020-03-06",6450,0,1,6817,3,41.53722,-72.78009,0.4559745
"2284",2284,"2020-03-06",6451,0,0,9683,1,41.54221,-72.81953,0.04191433
"2285",2285,"2020-03-06",6455,0,0,6810,1,41.51829,-72.71305,0.02947812
"2286",2286,"2020-03-06",6457,0,0,7069,2,41.5497,-72.65309,0.120284
"2287",2287,"2020-03-06",6460,0,0,7446,2,41.2241,-73.05286,0.1266989
"2288",2288,"2020-03-06",6468,0,0,7797,1,41.34185,-73.23171,0.0337505
"2289",2289,"2020-03-06",6469,0,0,9136,1,41.50618,-72.44308,0.03954656
"2290",2290,"2020-03-06",6470,0,1,7363,3,41.39475,-73.31421,0.4924953
"2291",2291,"2020-03-06",6471,0,0,8351,2,41.3386,-72.78289,0.1420982
"2292",2292,"2020-03-06",6472,0,0,6651,2,41.37642,-72.76919,0.1131715
"2293",2293,"2020-03-06",6473,0,0,7767,3,41.38345,-72.86349,0.519518
"2294",2294,"2020-03-06",6475,1,1,6844,3,41.30143,-72.39046,0.4577805
"2295",2295,"2020-03-06",6477,0,0,8352,1,41.2795,-73.03295,0.0361529
"2296",2296,"2020-03-06",6478,5,4,6894,5,41.42863,-73.14288,7.125465
"2297",2297,"2020-03-06",6479,0,0,7735,2,41.5761,-72.9007,0.1316165
"2298",2298,"2020-03-06",6480,0,0,8754,2,41.58383,-72.58793,0.1489555
"2299",2299,"2020-03-06",6481,0,0,6537,1,41.53445,-72.70016,0.0282964
"2300",2300,"2020-03-06",6482,0,0,8075,2,41.40475,-73.25036,0.1374018
"2301",2301,"2020-03-06",6483,0,0,6803,2,41.3846,-73.09433,0.1157578
"2302",2302,"2020-03-06",6484,0,0,8700,1,41.31585,-73.13543,0.03765927
"2303",2303,"2020-03-06",6488,0,0,7459,3,41.46748,-73.24061,0.4989165
"2304",2304,"2020-03-06",6489,0,0,7461,1,41.6005,-72.87642,0.03229607
"2305",2305,"2020-03-06",6490,0,0,7838,2,41.14327,-73.2931,0.1333691
"2306",2306,"2020-03-06",6492,0,0,8185,1,41.4566,-72.81027,0.03543001
"2307",2307,"2020-03-06",6498,0,0,8753,2,41.30892,-72.4653,0.1489385
"2308",2308,"2020-03-06",6504,0,0,7959,1,41.30365,-72.93495,0.03445174
"2309",2309,"2020-03-06",6510,1,0,7949,2,41.3077,-72.92645,0.1352578
"2310",2310,"2020-03-06",6511,1,0,7844,2,41.30805,-72.9239,0.1334712
"2311",2311,"2020-03-06",6512,3,0,7110,3,41.28375,-72.86409,0.4755727
"2312",2312,"2020-03-06",6513,0,0,6381,1,41.31543,-72.86279,0.02762113
"2313",2313,"2020-03-06",6514,0,0,7337,2,41.37217,-72.94137,0.1248442
"2314",2314,"2020-03-06",6515,0,0,7479,1,41.33054,-72.9686,0.03237399
"2315",2315,"2020-03-06",6516,0,0,7444,2,41.27445,-72.95767,0.1266649
"2316",2316,"2020-03-06",6517,0,0,6595,2,41.3458,-72.90445,0.1122186
"2317",2317,"2020-03-06",6518,0,0,8992,2,41.41755,-72.90735,0.1530052
"2318",2318,"2020-03-06",6519,3,0,8322,3,41.29345,-72.9386,0.5566408
"2319",2319,"2020-03-06",6524,0,0,6147,3,41.42984,-72.99325,0.4111597
"2320",2320,"2020-03-06",6525,0,0,7770,3,41.35305,-73.0018,0.5197187
"2321",2321,"2020-03-06",6604,0,0,7023,1,41.18898,-73.21101,0.03040012
"2322",2322,"2020-03-06",6605,0,0,7816,1,41.16145,-73.21656,0.03383274
"2323",2323,"2020-03-06",6606,3,0,7498,4,41.2088,-73.21156,1.97147
"2324",2324,"2020-03-06",6607,0,0,8143,2,41.1763,-73.1663,0.1385589
"2325",2325,"2020-03-06",6608,0,0,8335,1,41.18875,-73.18036,0.03607931
"2326",2326,"2020-03-06",6610,0,0,6243,2,41.20665,-73.1714,0.1062291
"2327",2327,"2020-03-06",6611,0,0,9437,1,41.25991,-73.20826,0.04084949
"2328",2328,"2020-03-06",6612,0,0,7935,2,41.27255,-73.30286,0.1350196
"2329",2329,"2020-03-06",6614,0,0,7393,1,41.2305,-73.1257,0.03200172
"2330",2330,"2020-03-06",6615,0,0,7436,2,41.17295,-73.13923,0.1265288
"2331",2331,"2020-03-06",6702,0,0,7080,3,41.55975,-73.04313,0.473566
"2332",2332,"2020-03-06",6704,0,0,8053,2,41.5829,-73.0339,0.1370275
"2333",2333,"2020-03-06",6705,0,0,6981,2,41.55155,-72.99269,0.1187866
"2334",2334,"2020-03-06",6706,0,0,8370,1,41.5346,-73.02315,0.03623081
"2335",2335,"2020-03-06",6708,0,1,7440,3,41.5434,-73.06515,0.4976457
"2336",2336,"2020-03-06",6710,1,0,6563,3,41.56965,-73.04685,0.438985
"2337",2337,"2020-03-06",6712,0,0,7206,1,41.4994,-72.9764,0.03119226
"2338",2338,"2020-03-06",6716,0,0,6379,2,41.59885,-72.97756,0.1085432
"2339",2339,"2020-03-06",6750,1,0,7491,2,41.72493,-73.25649,0.1274647
